Destination URL,Destination Title,Destination Score,Total Reviews (Destination),Destination Image,Reviewer Name,Reviewer Location,Review Title,Review Score,Reviewer Category,Review Text,Written Date,% %,  %
https://www.tripadvisor.com/Attraction_Review-g26672022-d26668890-Reviews-Danigala_Circular_Rock-Damminna_Polonnaruwa_North_Central_Province.html,Danigala Circular Rock,5.0,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/6c/3f/e6/caption.jpg?w=700&h=400&s=1,Lank,"Cabo San Lucas, Mexico",Uncanny Circular Alien Mountain  -- Unusual non touristy Attraction in the Jungle of Sri Lanka,5,Friends,"Uncanny  !  Extreme adrenaline expedition thru dense forest of Wasp Brook NP / Maduru Oya National Park NCP. Latest discovery of Circular Rock Formation to match the linear pyramids which defies the laws of Geology found by Astronauts returning to the Earth.  Locals have no clue as to it's existence.   My research into Alien inscriptions indicates intriguing scientific & 🌌 universal ⛬ history & incredible phenomena of the past.  ✋ Highly Recommended for the Adventurous traveler  !  Carry Camp Gear, Food, a rope, flashlights, powerbank, 🛰 satellite phone 📱 plan to campout for at least 2 nights under the stars, 🔥 fireflies, 🍖 Bonfire & a drone","September 25, 2023",0.0,0.0
