Destination URL,Destination Title,Destination Score,Total Reviews (Destination),Destination Image,Reviewer Name,Reviewer Location,Review Title,Review Score,Reviewer Category,Review Text,Written Date,  %,% %
https://www.tripadvisor.com/Attraction_Review-g304138-d25392164-Reviews-ODEL_Mall_Kandy-Kandy_Kandy_District_Central_Province.html,ODEL Mall Kandy,5.0,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/c9/83/fb/tennant-creek.jpg?w=200&h=200&s=1,Prabhath M,"Cork, Ireland",Great place to get quality clothing,5,Couples,"Odel outlet, been there yesterday, shop has great selection of men’s & women’s clothing , friendly staff, value for money","January 17, 2025",0.0,0.0
