Destination URL,Destination Title,Destination Score,Total Reviews (Destination),Destination Image,Reviewer Name,Reviewer Location,Review Title,Review Score,Reviewer Category,Review Text,Written Date,% %,  %
https://www.tripadvisor.com/Attraction_Review-g293962-d19122547-Reviews-Paikiasothy_Saravanamuttu_Stadium-Colombo_Western_Province.html,Paikiasothy Saravanamuttu Stadium,4.5,2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/2a/c9/f4/foto.jpg?w=700&h=400&s=1,SEs,"London, United Kingdom",Cricket,4,Friends,This is a Cricket and sports ground owned by the Tamil Union Cricket and Athletics club. The ground was called the Oval. They have hosted many test and international matches.,"October 16, 2019",0.0,0.0
